,Player,Position,season,draft_score
4755,Nicholas Rodriguez,F,2003,0.10820702682447081
4756,Tomas Sinisalo,C/LW,2004,0.10819371296243396
4757,Nik Sellers,F,2004,0.10818251386717344
4758,Kevin Christmas,D,2007,0.10812873954950858
4759,Spencer Humphries,D,2010,0.1080990121726278
4760,Brent Darnell,RW,2010,0.10808188425641027
4761,Colby Kulhanek,LW,2007,0.10808131911166388
4762,Louis-Marc Aubry,C,2010,0.10807560015063046
4763,Noah King,D,2017,0.10806999827716243
4764,Tyler Prong,D,2012,0.10805833676849942
4765,Jesse Messier,RW,2006,0.10804847749673427
4766,Brent Tate,C/RW,2010,0.10804448704944031
4767,Spencer Asuchak,C/LW,2010,0.10804244734515595
4768,Mackenzie Nichol,D,2011,0.10803872934522424
4769,Connor Schlichting,D,2015,0.10803872934522424
4770,Kody McDonald,RW/C,2016,0.10799358055821265
4771,Drew Fisher,LW,2005,0.10798503569588427
4772,Dalibor Bortnak,C,2009,0.10797764657773172
4773,Ben Arnt,F,2007,0.1079700999397874
4774,Zach O'Brien,RW/C,2010,0.1079484558145812
4775,Donnie Hallmark,F,2007,0.1079428190590649
4776,Matt Arhontas,F,2005,0.10792031998642736
4777,Christian Girhiny,LW,2016,0.10790867748191581
4778,Brandon Mashinter,LW,2007,0.10788437027204488
4779,Josh McArdle,D,2012,0.10784443323606124
4780,Vito Carnovale,LW,2009,0.10782859105583736
4781,David Pearce,LW,2016,0.10781662729039565
4782,Tyler Pham,C,2012,0.10781033581115602
4783,Matt Smyth,D,2003,0.1078068092736296
4784,Mason McCarty,RW,2015,0.10779704174556504
4785,Matthew Steeves,F,2016,0.10775216904296878
4786,Kevin Conley,F,2015,0.10775026592593173
4787,Maddux Rychel,LW,2017,0.10773289738718593
4788,Jonathan Bourcier,C,2015,0.10772131030451082
4789,Vince Marinaro,F,2015,0.10770944530904325
4790,Dillon Scholten,D,2008,0.10770379464446346
4791,Scott Sabourin,RW,2010,0.10769103289783613
4792,Quintin Lisoway,C/LW,2014,0.10765746605726459
4793,Jordan Samuels-Thomas,LW,2008,0.10764991351525659
4794,Marc Rodriguez,F,2008,0.10764733046754867
4795,Andy Inderieden,F,2006,0.10763582141463676
4796,Eddie Friesen,D,2008,0.10762389143296926
4797,R.J. Mahalak,LW,2010,0.10761978334878497
4798,Gabe Minville,D,2010,0.10759188089660685
4799,Björn Krupp,D,2009,0.1075867577155255
4800,Cliff Watson,D,2012,0.10757321302203432
4801,Dane Johnstone,C,2016,0.10756956797802686
4802,Chad Costello,RW,2004,0.10754921103189463
4803,Alex Lavoie,D,2017,0.10753895961206775
4804,Drake Rymsha,C,2016,0.10753670072703178
4805,Jordan McNaughton,D,2012,0.10752656698888517
4806,Mike Marcou,D,2007,0.10752271705091762
4807,Nathan Cull,LW,2012,0.1075115504538706
4808,Eric Lampe,C,2004,0.10750621829068291
4809,Ryan Gouldby,LW,2005,0.10749356520821851
4810,James Mense-Dietrich,RW,2014,0.1074935651793951
4811,Joey Kubachka,C,2016,0.10748298954542702
4812,Mike Franks,F,2003,0.1074434312392924
4813,Robert Mackenzie,C/LW,2013,0.10742981458078862
4814,David Labrecque,C,2008,0.10742402494001871
4815,Braden Kavaratzis,LW,2011,0.10741382744423714
4816,Behn Robertson,RW,2008,0.10741382744423714
4817,Jeff Verreault,C,2008,0.10741382744423714
4818,Jordan Doig,LW,2006,0.10741382744423714
4819,Jasper Forgrave,LW,2017,0.10741382744423714
4820,Cedric Ralph,C,2017,0.10739232027383377
4821,Nick Pryce,LW,2017,0.10732737837424058
4822,Isaac Smeltzer,D,2005,0.10732181923195966
4823,Adam Rossignol,C,2012,0.10731001603752004
4824,Clarke Breitkreuz,RW,2010,0.10730924150396406
4825,Stephane Legault,LW,2011,0.10730772954780823
4826,Vince Pedrie,D,2012,0.10723817705135544
4827,James Heywood,D,2004,0.10723771752685823
4828,Brett Beckfeld,F,2003,0.10723602077257605
4829,Chris Ferguson,LW,2006,0.1072309629146789
4830,Spencer Heichman,LW,2007,0.10720744085361703
4831,Keeghan Howdeshell,LW/C,2016,0.10719294386170516
4832,Gilbert Gabor,LW,2013,0.10718906174453978
4833,Brad Hoelzer,D,2005,0.10717812576136854
4834,Brendan Silk,RW,2012,0.10714840671871839
4835,Austin Levi,D,2010,0.10714600832600985
4836,Bo Pieper,F,2013,0.10713454759667321
4837,Brock Reynolds,LW,2009,0.10712956484485958
4838,Matthew Paton,RW,2009,0.10712956484485958
4839,John Costa,F,2003,0.10712956484485958
4840,Mitch Klie,C,2013,0.10712956484485958
4841,Vojtech Butor,F,2011,0.10712956484485958
4842,Michael Mazzulla,LW,2007,0.10712956484485958
4843,Jordan Hardy,C,2008,0.10712956484485958
4844,Brandon Yeamans,C,2016,0.10712956484485958
4845,Fabrizio Ricci,LW,2013,0.10712956484485958
4846,Dan Torres,LW,2004,0.10712956484485958
4847,Steve Broek,LW,2011,0.1071250709427082
4848,Graham Bona,D,2006,0.10708321316826064
4849,Martin Krupka,F,2003,0.1070524542197745
4850,Dan Lawson,D,2006,0.10704164090773485
4851,Julien Beaulieu,D,2004,0.10703832527818559
4852,Stephen Midensky,D,2012,0.10702299123363632
4853,Davis Koch,C/RW,2016,0.1070144894693597
4854,Anthony Walsh,D/F,2014,0.10698585672637655
4855,Brendan Rouse,C,2010,0.10696710446777602
4856,Nik Knezic,D,2010,0.10694661394375227
4857,Steve Bandurski,F,2004,0.10694503338192568
4858,Alexander Kuvayev,RW,2011,0.10691228052346814
4859,Ty Gerla,LW,2017,0.10687399545820114
4860,Brendan Barletta,D,2009,0.10687087952423907
4861,Pat Campbell,D,2006,0.10687087952423907
4862,Matt McCann,D,2003,0.10686904480238607
4863,Jason Shaw,D,2010,0.10686904480238607
4864,Tom Kane,D,2008,0.10686904480238607
4865,Craig Montgomery,RW,2005,0.10683830869495953
4866,Nate Widman,D,2011,0.10681473601042576
4867,Gary Friesen,C,2005,0.106783460986312
4868,Christopher Grando,LW,2016,0.10678039811471066
4869,Ryan Lopes,C,2009,0.10676075531769988
4870,James Pouliot,LW,2006,0.1067497485361654
4871,Olivier Desjardins,D,2015,0.10672879476304231
4872,Jordan Willert,F,2006,0.10672112769726774
4873,Monte Graham,F,2016,0.10671707093644459
4874,Dale Mahovsky,RW,2003,0.10670432276960451
4875,Guillaume Desbiens,RW/LW,2003,0.10670154863682896
4876,Terry Trafford,LW,2012,0.10669735453976956
4877,Sean Muncy,F,2003,0.10669278498061797
4878,Derek Schoenmakers,RW/C,2010,0.10669196788180121
4879,Trevor Petersen,LW,2012,0.10662315159318381
4880,Devin Oakes,RW,2013,0.10660809146501415
4881,Branden Troock,RW,2012,0.10660429137954414
4882,Michael Cramarossa,C,2014,0.10657966989080288
4883,T.J. Schlueter,C/RW,2010,0.10657285458714552
4884,Tyler Harder,D,2004,0.1065724063412229
4885,Luke Hughson,D,2005,0.10657239280259635
4886,Nick Heid,D,2015,0.10657212871911431
4887,Conor Stokes,C,2009,0.10656765748851213
4888,Étienne Brodeur,LW,2009,0.10655905613571895
4889,Keegan Flaherty,RW,2008,0.10651117280138239
4890,Justin Auger,RW,2012,0.10650282012396362
4891,Justin Lewandowski,RW,2004,0.10649396269469169
4892,Jesse Sinatynski,C,2011,0.10646855755527548
4893,Anthony Iaquinto,RW,2008,0.1064475044660379
4894,Josh Ocampo,RW,2009,0.10644641680926041
4895,Scott Boomsma,D,2006,0.10639427183247702
4896,Daniel McNamara,F,2011,0.10638450196484721
4897,Justin White,F,2003,0.10637538923246898
4898,John Kavanagh,C,2009,0.10633508438501696
4899,Randy Hernández,RW,2017,0.10630044739481359
4900,Myles MacRae,C,2006,0.10629670207193961
4901,Daniel Walsh,F,2012,0.10628669740933123
4902,Eric Linell,F,2017,0.10627902779290127
4903,Matt Puntureri,C/RW,2003,0.10625217304472383
4904,Andrew Wilson,D,2009,0.10624156695960395
4905,Myles Barbieri,D,2007,0.10624156695960395
4906,Ryan Little,F/D,2006,0.10621710736179318
4907,Garrett Grimstad,RW,2007,0.10619479351929373
4908,Cody Lindsay,C,2008,0.10614744242493307
4909,Alexander Rodgers,LW,2007,0.10610651908415304
4910,Anthony Angello,C,2014,0.10606640266039591
4911,Brock Perry,RW,2016,0.10605712079451951
4912,Aaron Dartch,RW,2010,0.10604723837896293
4913,David Drake,D,2013,0.10604400646970624
4914,Jonathan Prim,D,2011,0.10603850907742371
4915,Jonas Emmerdahl,D,2010,0.10603850907742371
4916,Viktor Jonsson,D,2010,0.10603850907742371
4917,Mattias Nilsson,D,2010,0.10603850907742371
4918,Daniel Westerlund,D,2003,0.10603850907742371
4919,Alexander Younan,D,2015,0.10603850907742371
4920,Oskar Lindgren,D,2015,0.10603561653928094
4921,Emil Rantatalo Thomas,D,2007,0.10603561653928094
4922,Erik Gustafsson,D,2011,0.10603561653928094
4923,Kristians Rubins,D,2016,0.10603561653928094
4924,Jakob Bengtsson,D,2003,0.10603561653928094
4925,Simon Karlsson,D,2011,0.10603561653928094
4926,Algot Landin,D,2017,0.10603561653928094
4927,Nick Duff,D,2004,0.10601163919519377
4928,Jerad Rosburg,D,2014,0.1059675563387911
4929,Nathan Perkovich,RW/C,2004,0.10590994598758166
4930,John Padulo,RW,2010,0.10590573139775628
4931,John Neal,D,2003,0.10588973203144492
4932,Jacob Sloat,D,2008,0.10584693942294082
4933,Samuel Hunter,D,2015,0.10584453283565126
4934,Brian Ferlin,RW,2010,0.10581270724865628
4935,Cody Thompson,LW,2013,0.10579450764191767
4936,Steve Phillips,C,2003,0.10577836116146289
4937,Andrew Bailey,RW,2006,0.10572787776285097
4938,Patrick Watling,C,2012,0.10572330465952126
4939,Björn Svensson,LW/RW,2004,0.10568554286585599
4940,Nolan Makkonen,D,2017,0.10568412162746244
4941,Dan Furlong,D,2009,0.10566512912477104
4942,Shayne Taylor,D/C,2007,0.10563014895516964
4943,Thomas Middup,RW,2008,0.10561134848962345
4944,Max Adolph,C,2010,0.10560821993631866
4945,Reid McNeill,D,2010,0.10559991180226147
4946,Ryan Siroky,F,2013,0.10558491682268513
4947,Jacob Collins,D/LW,2016,0.10558237394780495
4948,Patrik Vrána,D,2007,0.10557197249676598
4949,John Warren,LW,2015,0.10554701718693135
4950,Jim Henkemeyer,D,2003,0.1055360392474824
4951,Tomas Rachunek,LW/RW,2009,0.10553089112620365
4952,T.J. Constant,C,2011,0.1054830866896537
4953,Justin Wells,D,2016,0.10543666296412012
4954,Ian McKinnon,C,2016,0.10543386421452107
4955,Mike Santini,RW,2009,0.10543386417938733
4956,Brett Valliquette,LW,2007,0.10543386417938733
4957,Joe McCann,RW,2005,0.10539936830545968
4958,Trevor Owens,D,2012,0.10539553586737639
4959,Jeff Christison,RW,2005,0.10538413382784488
4960,Ryan Hawkins,F,2003,0.10537500699109117
4961,Mitch Spooner,D,2010,0.10536748038012764
4962,Mitchell Amante,RW,2013,0.10536482101356598
4963,John Parker,RW/C,2010,0.1053535001649801
4964,Matt Brassard,D,2016,0.10535303500616913
4965,Travis Oleksuk,C,2007,0.10532693141290811
4966,Matthew Wedman,LW,2017,0.10531988461674682
4967,Liam Heelis,C,2009,0.10531346076139131
4968,Ryan Santana,RW,2007,0.10530150298724145
4969,Tyler Parker,LW,2010,0.10527041569146292
4970,Chris Nugent,F,2005,0.10524689773063214
4971,Jared Walker,LW,2004,0.10521752792433428
4972,Justin Brazeau,RW,2016,0.10521238686521922
4973,Marc Beckstead,LW,2013,0.10518008636543816
4974,Johnny Corneil,C,2015,0.10517897998576495
4975,Cole Benson,C,2013,0.1051238781418942
4976,Andrew Panzarella,D,2008,0.10511694153371828
4977,Micky Sartoretto,RW,2009,0.10507475161495561
4978,William Graber,C,2014,0.10505240694842717
4979,Tom Olsson,D,2016,0.10494432490361777
4980,Erik Josefsson,D,2003,0.10494432490361777
4981,Olle Ohlsson,D,2011,0.10494432490361777
4982,Niklas Arell,D,2009,0.10494432490361777
4983,Jacob Bertilsson,D,2010,0.10493934396527849
4984,Linden McCorrister,LW,2016,0.10493872646542202
4985,Myles Doan,C,2010,0.10492621863204349
4986,Michael Catenacci,C,2009,0.10490993645998442
4987,Myles Cunningham,D,2016,0.10490421373966835
4988,Daniel Nikandrov,LW/C,2013,0.10490090374439168
4989,Matthew Kinman,D,2009,0.10489623967483201
4990,Henrik Warman,D,2011,0.10487928422876089
4991,Martin Backholm,D,2008,0.10487928422876089
4992,Ryan Tait,RW,2014,0.104844646101617
4993,Ryan Smith,C,2017,0.10483416376356966
4994,Alex Annecchiarico,D/F,2013,0.10483416376356966
4995,Lucas Jaycox,D,2015,0.10483241838447724
4996,Patrick Fellows,LW,2015,0.10483060243925504
4997,Alex Spezia,D,2003,0.10481110483096506
4998,Danny Durham,F,2007,0.1047946018546703
4999,Jake Fallon,C,2010,0.10478947397681579
5000,Stevan Manojlovic,LW,2007,0.10476262099443662
5001,Jordan Watson,LW,2003,0.10476255326463951
5002,Vladislav Lysenko,D,2013,0.104710817006568
5003,Keith Maisonville,D,2010,0.10470654415869557
5004,Andrew Campbell,D,2006,0.10463894048940167
5005,Andrew Clark,C,2006,0.10460034612412583
5006,Jon Madden,D/F,2006,0.10457721299400356
5007,Steve Reese,C,2007,0.10457706662799766
5008,Ryan McDonald,C,2006,0.10451148763863287
5009,Bruno Leblanc,D,2012,0.10450964458770312
5010,Andrew Merrett,RW,2007,0.10450629869925555
5011,Joel Hamilton,C/LW,2012,0.10449842080197465
5012,David Lidström,D,2006,0.10448779832512876
5013,Jonathan Sundqvist Hedefalk,D,2007,0.10448779832512876
5014,Fredrik Olsson-Höök,D,2008,0.10448779832512876
5015,Filip Björk,D,2005,0.10448779832512876
5016,Patrik Nevalainen,D,2005,0.10448779832512876
5017,Max Bergkvist,D,2014,0.10448779832512876
5018,Adam Brundin,D,2007,0.10448779832512876
5019,Erik de la Rose,D,2011,0.10448779832512876
5020,Olof Karlsson,D,2014,0.10448779832512876
5021,Kobe Mohr,LW,2017,0.10448665624239029
5022,Jared Steege,LW/C,2014,0.10445708422464214
5023,Taylor Vickerman,LW/C,2014,0.10440551920726313
5024,Mitchell Mendonca,C,2016,0.10440401212658705
5025,Justin Larson,C,2008,0.10439631811408054
5026,Renaud Des Alliers,LW,2004,0.10439469943172733
5027,Sean Bertsch,F,2003,0.10439436703494934
5028,Mike Mills,RW,2004,0.10432368883393262
5029,Dany Massé,LW,2006,0.10430090744164532
5030,Michael Cox,RW,2004,0.10429653309258705
5031,Brett Liscomb,LW,2004,0.10424500789678942
5032,Nathan Spaling,C,2004,0.10422641592826029
5033,Jordan Cheechoo,RW,2006,0.10422641592826029
5034,Nick McHugh,LW,2017,0.10422371451878004
5035,Scott Wietecha,D,2006,0.10419553133597313
5036,J.P. Labardo,LW,2010,0.10417442790077824
5037,Dylan Seitz,C,2017,0.10414996881553135
5038,Luke Gazdic,LW,2007,0.10414198056755186
5039,Carson Dubchak,C,2009,0.10414194696691528
5040,Carter Popoff,C,2013,0.10413966838804814
5041,Jordan Ramsay,C,2009,0.10411224825754437
5042,Luke Ormsby,RW,2017,0.10410663198230241
5043,Nick Malysa,D,2011,0.1040879571561283
5044,Tony DeHart,D,2008,0.10408649271123556
5045,Aidan Wallace,C/LW,2013,0.1040825964980694
5046,Cody Smith,LW,2007,0.10400642332456023
5047,Randy Johnston,C,2005,0.10400642332456023
5048,Noah Robinson,RW,2015,0.10400642332456023
5049,Brennan Wright,C,2009,0.10400642332456023
5050,Liam Buckley,C/LW,2016,0.10400642332456023
5051,Tristen Elie,LW/C,2014,0.10400642332456023
5052,Keegan Blasby,RW,2014,0.10400642332456023
5053,Stephen Francella,LW/C,2008,0.10396606615984846
5054,Jesper Ericson,D,2009,0.10393974540525486
5055,Maksim Matushkin,D,2008,0.10393974540525486
5056,Arvid Henrikson,D,2016,0.10393974540525486
5057,Oscar Martinsson,D,2014,0.10393974540525486
5058,Martin Brandsdal,D,2017,0.10393974540525486
5059,Daniel Gunnarsson,D,2010,0.10393974540525486
5060,Anton Johansson,D,2012,0.10393974540525486
5061,Didrik Strömberg,D,2012,0.10393974540525486
5062,Oskar Matushkin,D,2015,0.10393974540525486
5063,Martin Ågren,D,2009,0.10393974540525486
5064,Martin Vestberg,D,2003,0.10393974540525486
5065,Stefan Erkgärds,D,2003,0.10393974540525486
5066,Nils Lagerlöf,D,2013,0.10393974540525486
5067,Olof Hansén,D,2007,0.10393974540525486
5068,Patrik Solberg,D,2006,0.10393974540525486
5069,Kristofer Berglund,D,2006,0.10393974540525486
5070,Eric Simonsson,D,2007,0.10393974540525486
5071,Dylan Staples,RW,2012,0.10393425738922778
5072,Jake Evans,C,2013,0.10393384790583446
5073,Graham Hood,LW,2010,0.10391386834770591
5074,Peter Hand,D,2011,0.10388756563232818
5075,Justin Kea,C,2012,0.10380829674709785
5076,Tyler Osborne,D,2009,0.10380478056784459
5077,Brock Welsh,C,2016,0.10378977448731261
5078,Kelly Klima,RW,2015,0.10378944329220147
5079,Ryan Valentini,C,2015,0.10378944329220147
5080,Jeff Swift,RW,2010,0.10375977863245714
5081,Jake Heller,RW,2003,0.10375977863245714
5082,Keegan Calder,F,2012,0.10375977863245714
5083,Scott Mitchell,RW,2010,0.10375977863245714
5084,Kyle Musselman,RW,2003,0.10375977863245714
5085,Valeri Knyazev,RW,2010,0.10375977863245714
5086,Johnny Wesley,LW,2015,0.10375320156157139
5087,Jason Cotton,C,2013,0.10375003700595598
5088,Connor Crisp,LW/C,2012,0.10374361241207611
5089,Chris Rebernik,C,2004,0.10372821928612333
5090,Peter Poulin-Roy,RW,2012,0.10372821928612333
5091,Anthony Soboczynski,LW,2008,0.10372821928612333
5092,Filipp Ogleznev,RW,2005,0.10372821928612333
5093,Jeremy Whelan,LW,2005,0.10372821928612333
5094,Mike DiPaolo,RW/D,2012,0.10372304789397593
5095,Drew Collinson,LW,2010,0.10370601291255713
5096,Jordan Prevost,LW,2005,0.10370601291255713
5097,Michael Silveri,LW/C,2015,0.10370601291255713
5098,Evan Buehler,C,2013,0.10370601291255713
5099,Kyle Steckley,RW,2008,0.10370601291255713
5100,Rio Anzolin,RW,2013,0.10370601291255713
5101,Brett Hahkala,RW,2017,0.10369769726883842
5102,Calvin Gomes,RW,2014,0.10367619665240965
5103,Tony Iaquinto,RW,2005,0.10367619665240965
5104,Mike Roelofsen,C,2005,0.10367022316526928
5105,Morgan Geekie,C,2016,0.10366551426387949
5106,Tyler Karius,LW,2009,0.10365925115509299
5107,Andre Comtois,F,2011,0.10364435544929027
5108,Marco Maggio,RW,2007,0.10364435544929027
5109,Ryan Horvat,LW,2011,0.10364435544929027
5110,Ivan Kashtanov,LW,2015,0.10364089767883945
5111,Mike Moher,LW,2003,0.10363693373782086
5112,Kyle Moore,RW,2016,0.10363693342821317
5113,Brennan Feasey,C,2012,0.10363693342821317
5114,Michael Curtis,LW,2011,0.10363182533183402
5115,Drew Larman,C,2003,0.10362059853489972
5116,Jan Steber,C/RW,2004,0.10358912052863253
5117,Brandon Del Grosso,LW,2014,0.10355324233478752
5118,Michael Betz,RW,2010,0.10355324233478752
5119,Keldon Sanderson,F,2006,0.10355324233478752
5120,Tanner Wishnowski,LW,2015,0.10355324233478752
5121,Luke Gordon,RW,2012,0.10355324233478752
5122,Devyn Tremblay,RW,2004,0.10355324233478752
5123,David Rutherford,RW,2005,0.10355324233478752
5124,Yevgeni Ostrovsky,LW,2017,0.10355324233478752
5125,Brayden Low,C,2012,0.10355324233478752
5126,Thomas Lenchyshyn,RW/D,2015,0.10355324233478752
5127,Jan Lojek,RW,2003,0.10355324233478752
5128,Matt Schneider,C,2003,0.10355324233478752
5129,Ethan Lazaro,LW,2015,0.10355324233478752
5130,Gage Quinney,C/LW,2013,0.10355324233478752
5131,Morgan MacLean,LW,2006,0.10355324233478752
5132,Jake Fletcher,LW,2016,0.10355324233478752
5133,Austin Bourhis,D/FD,2010,0.10355324233478752
5134,Colton Stephenson,C,2010,0.10355324233478752
5135,Mason Wilgosh,C,2009,0.10351755425140456
5136,Braden Oleksyn,RW/LW,2014,0.10350008436469718
5137,Chance Patterson,D,2015,0.10349354416702197
5138,Jake Worrad,D,2011,0.10348998614811661
5139,David Quesnele,LW,2010,0.10345662124082823
5140,Henrik Larsson,D,2013,0.10343051987020661
5141,Andrew Shennan,RW,2003,0.1034282813985459
5142,Carter Sandlak,LW,2011,0.10342285733108347
5143,David Besner,LW,2003,0.10341471374170555
5144,Scott Timmins,C,2007,0.10339404725376408
5145,Scott Oke,LW,2011,0.1033854450597269
5146,Jean-François Houle,RW,2005,0.10334390432299691
5147,Alec McCrea,D,2013,0.1033213223988868
5148,Kevin Undershute,LW,2005,0.10328648075684177
5149,Ryan McGregor,C,2017,0.10326694887105542
5150,Robbie Graham,LW/C,2012,0.10325194759203814
5151,Mackenzie Royer,LW,2011,0.10323708889992853
5152,Francis Charland,RW,2005,0.10322213442819539
5153,Matt MacLeod,RW,2011,0.10321223893146697
5154,Jack Nevins,LW/C,2012,0.10319806048509339
5155,Daniel Maggio,D/W,2009,0.10319094973800902
5156,Joe Manchurek,LW,2014,0.10316915725415927
5157,Patrick Lee,RW,2006,0.10316902300669943
5158,Anthony Camara,LW,2011,0.1031635204597148
5159,Lyndon Martell,F,2011,0.10314453687410446
5160,John de Gray,D,2006,0.10310332156346286
5161,Pat Daley,RW,2007,0.10309915089201949
5162,Marc MacKenzie,C,2012,0.10305896367007451
5163,Cody McMullin,F,2005,0.10304402916110908
5164,Jacob Schuster,D,2003,0.10304135417504195
5165,Matthew Newbury,F,2017,0.10303697840238252
5166,Paul Cianfrini,D,2007,0.1030328290295549
5167,Sam Piazza,D,2012,0.10301823466796123
5168,Andy Bohmbach,C/LW,2005,0.10301187448208873
5169,Hunter Bishop,LW,2005,0.10300736576857603
5170,Philippe Searles,C,2004,0.10299317760367555
5171,Jeff Costello,LW,2009,0.10298643083842948
5172,Ethan O'Rourke,C/RW,2017,0.10298408732928217
5173,Austin Glover,C/RW,2014,0.10297850075504733
5174,Brett Morgan,LW,2011,0.10294861902294368
5175,Bryce Platt,LW,2016,0.10293888593981758
5176,Eric Wellwood,LW/C,2008,0.10291131391805405
5177,Scott Giles,F,2005,0.10290997265436311
5178,Andrew Crescenzi,C,2010,0.10288041685928381
5179,Anatoli Vasilyev,C/LW,2005,0.10280109328803214
5180,Jake McGrew,RW,2017,0.10280109328803214
5181,Josh Graves,F,2011,0.10278979986248847
5182,Matthew Bragg,D/C,2005,0.10277246536423162
5183,James McEwan,C,2015,0.10274055942028906
5184,Ryan Crouch,D,2007,0.1027265524813562
5185,John Persson,LW/RW,2010,0.10268397031732195
5186,Cédric Lacroix,F,2013,0.10264616466831014
5187,Richard Jarusek,RW/LW,2009,0.10261380711078973
5188,Tristan Sieben,LW,2012,0.10260015447270263
5189,Nicholas Sicoly,C/LW,2016,0.1025971996545276
